Name,Nationality,Date of Birth,Height,Club,Position,Appearances,Goals,Assists,Clean sheets,Facebook,Gls,Ast,xG,xAG,PrgC,PrgP,Min,MP,Tkl,TklW,Int,Recoveries,Gls_per_90,Ast_per_90
Reece Welch,England,19/09/2003,0,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jack Wells-Morrison,England,18/02/2004 (20),180cm,Crystal Palace,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Timo Werner,Germany,06/03/1996 (28),180cm,Tottenham Hotspur,Forward,69.0,12.0,12.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Wesley,Brazil,24/11/1996,191cm,0,Forward,25.0,5.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Adam Wharton,England,06/02/2004 (20),182cm,Crystal Palace,Midfielder,16.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ethan Wheatley,England,20/01/2006 (18),0,Manchester United,Forward,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ben White,England,08/10/1997 (26),186cm,Arsenal,Defender,143.0,6.0,9.0,46.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Alfie Whiteman,England,02/10/1998 (25),189cm,Tottenham Hotspur,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Matthew Whittingham,England,21/10/2004 (19),0,Wolverhampton Wanderers,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Joe Whitworth,England,29/02/2004,179cm,0,Goalkeeper,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
George Wickens,England,08/11/2001,183cm,0,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Dylan Williams,England,13/09/2003,0,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Willian,Brazil,09/08/1988 (35),175cm,Fulham,Forward,317.0,47.0,45.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Joe Willock,England,20/08/1999 (24),179cm,Newcastle United,Midfielder,127.0,15.0,7.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Josh Wilson-Esbrand,England,26/12/2002 (21),176cm,Manchester City,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Yoane Wissa,DR Congo,03/09/1996 (27),176cm,Brentford,Midfielder,102.0,26.0,7.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Cauley Woodrow,England,02/12/1994,184cm,0,Forward,30.0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Tom Wooster,England,30/03/2005,0,0,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Joe Worrall,England,10/01/1997 (27),193cm,Nottingham Forest,Defender,37.0,1.0,0.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
James Wright,England,02/12/2004,0,0,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Granit Xhaka,Switzerland,27/09/1992,186cm,0,Midfielder,225.0,17.0,24.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Yan Couto,Brazil,03/06/2002,168cm,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jean-Ricner Bellegarde,France,27/06/1998 (26),170cm,Wolverhampton Wanderers,Midfielder,22.0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Anis Ben Slimane,Tunisia,16/03/2001,188cm,0,Midfielder,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Steven Benda,Germany,01/10/1998 (25),192cm,Fulham,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Rhys Bennett,England,30/10/2003 (20),0,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Saïd Benrahma,Algeria,10/08/1995,172cm,0,Forward,110.0,15.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Rodrigo Bentancur,Uruguay,25/06/1997 (27),187cm,Tottenham Hotspur,Midfielder,58.0,6.0,7.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Dan Bentley,England,13/07/1993 (31),188cm,Wolverhampton Wanderers,Goalkeeper,7.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Sander Berge,Norway,14/02/1998,195cm,0,Midfielder,66.0,3.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Lucas Bergström,Finland,05/09/2002 (21),199cm,Chelsea,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Bernardo Silva,Portugal,10/08/1994 (29),173cm,Manchester City,Midfielder,233.0,39.0,42.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Luke Berry,England,12/07/1992,177cm,0,Midfielder,17.0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Beto,Portugal,31/01/1998 (26),194cm,Everton,Forward,30.0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jordan Beyer,Germany,19/05/2000,187cm,0,Defender,15.0,0.0,1.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Giulian Biancone,France,31/03/2000,187cm,0,Defender,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Mads Bidstrup,Denmark,25/02/2001,175cm,0,Midfielder,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Mika Biereth,Denmark,08/02/2003 (21),187cm,SK Puntigamer Sturm Graz,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Nathan Bishop,England,15/10/1999,185cm,0,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Yves Bissouma,Mali,30/08/1996 (27),182cm,Tottenham Hotspur,Midfielder,163.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Billy Blacker,England,25/05/2006,0,0,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Malachi Boateng,England,05/07/2002,0,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Oscar Bobb,Norway,12/07/2003 (21),174cm,Manchester City,Midfielder,14.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jayden Bogle,England,27/07/2000,178cm,0,Defender,50.0,5.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Bendegúz Bolla,Hungary,22/11/1999,180cm,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Willy-Arnaud Boly,Cote D’Ivoire,03/02/1991 (33),195cm,Nottingham Forest,Defender,120.0,7.0,4.0,31.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Alex Borto,United States,06/11/2003,188cm,0,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Sven Botman,Netherlands,12/01/2000 (24),193cm,Newcastle United,Defender,53.0,2.0,2.0,14.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Aaron Bott,England,06/09/2004,0,0,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jarrod Bowen,England,20/12/1996 (27),175cm,West Ham United,Forward,166.0,43.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Josh Bowler,England,05/03/1999 (25),0,Nottingham Forest,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Conor Bradley,Northern Ireland,09/07/2003 (21),180cm,Liverpool,Defender,11.0,1.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jarrad Branthwaite,England,27/06/2002 (22),195cm,Everton,Defender,45.0,4.0,0.0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ben Brereton,Chile,18/04/1999 (25),185cm,Southampton,Forward,14.0,6.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Rhian Brewster,England,01/04/2000,180cm,0,Forward,40.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ethan Brierley,England,23/11/2003,168cm,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Armando Broja,Albania,10/09/2001 (22),191cm,Chelsea,Forward,66.0,8.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Josh Brooking,England,01/09/2002,0,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jacob Brown,Scotland,10/04/1998,178cm,0,Forward,19.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Josh Brownhill,England,19/12/1995,180cm,0,Midfielder,111.0,6.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Bruno Fernandes,Portugal,08/09/1994 (29),179cm,Manchester United,Midfielder,159.0,54.0,41.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Bruno Guimarães,Brazil,16/11/1997 (26),182cm,Newcastle United,Midfielder,86.0,16.0,14.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Bruno Jordão,Portugal,12/10/1998,180cm,0,Midfielder,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jacob Bruun Larsen,Denmark,19/09/1998,183cm,0,Forward,32.0,6.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Emiliano Buendía,Argentina,25/12/1996 (27),172cm,Aston Villa,Midfielder,109.0,10.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Santiago Bueno,Uruguay,09/11/1998 (25),190cm,Wolverhampton Wanderers,Defender,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Facundo Buonanotte,Argentina,23/12/2004 (19),174cm,Brighton & Hove Albion,Midfielder,40.0,4.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jake Burger,England,06/10/2004,0,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Reece Burke,England,02/09/1996,188cm,0,Defender,27.0,0.0,4.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Nathan Butler-Oyedeji,England,04/01/2003,177cm,0,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jili Buyabu,England,09/08/2003,182cm,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Cafú,Portugal,26/02/1993,185cm,0,Midfielder,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Elijah Campbell,England,02/08/2004 (20),182cm,Fleetwood Town,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Thomas Cannon,Ireland,28/12/2002 (21),180cm,Leicester City,Forward,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Sergi Canós,Spain,02/02/1997,177cm,0,Midfielder,37.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Carlos Gomes,Guinea-Bissau,14/11/1998,178cm,0,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Carlos Vinícius,Brazil,25/03/1995 (29),190cm,Fulham,Forward,50.0,8.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Nathan Carlyon,England,14/09/2002,0,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Scott Carson,England,03/09/1985 (38),188cm,Manchester City,Goalkeeper,146.0,0.0,2.0,30.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Cesare Casadei,Italy,10/01/2003 (21),186cm,Chelsea,Midfielder,11.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Casemiro,Brazil,23/02/1992 (32),185cm,Manchester United,Midfielder,53.0,5.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Kaelan Casey,England,28/10/2004 (19),0,West Ham United,Defender,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Matty Cash,Poland,07/08/1997 (26),185cm,Aston Villa,Defender,121.0,6.0,8.0,25.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Charlie Casper,England,04/04/2005,0,0,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Timothy Castagne,Belgium,05/12/1995 (28),185cm,Fulham,Defender,125.0,6.0,9.0,25.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Leo Castledine,England,20/08/2005,0,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Cédric Soares,Portugal,31/08/1991,172cm,0,Defender,167.0,3.0,13.0,33.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Kallum Cesay,Sierra Leone,04/09/2002,0,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Trevoh Chalobah,England,05/07/1999 (25),190cm,Chelsea,Defender,58.0,4.0,1.0,15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Shea Charles,Northern Ireland,05/11/2003 (20),189cm,Southampton,Midfielder,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Charlie Robinson,England,19/09/2004,0,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Dan Chesters,England,04/04/2002,177cm,0,Midfielder,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Christian Chigozie,England,01/03/2007,0,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Chiquinho,Portugal,05/02/2000 (24),179cm,Wolverhampton Wanderers,Forward,8.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Tawanda Chirewa,Zimbabwe,11/10/2003 (20),0,Wolverhampton Wanderers,Midfielder,8.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Leon Chiwome,England,10/01/2006 (18),0,Wolverhampton Wanderers,Forward,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Tahith Chong,Netherlands,04/12/1999,185cm,0,Midfielder,38.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Samy Chouchane,Tunisia,05/09/2003,0,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ryan Christie,Scotland,22/02/1995 (29),178cm,Bournemouth,Midfielder,69.0,1.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Carney Chukwuemeka,England,20/10/2003 (20),187cm,Chelsea,Midfielder,37.0,1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Darko Churlinov,North Macedonia,11/07/2000,171cm,0,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Catalin Cîrjan,Romania,01/12/2002,174cm,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Bobby Clark,England,07/02/2005 (19),178cm,Liverpool,Midfielder,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Regan Clayton,England,11/11/2004,0,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Séamus Coleman,Ireland,11/10/1988 (35),177cm,Everton,Defender,364.0,22.0,24.0,96.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Nathan Collins,Ireland,30/04/2001 (23),193cm,Brentford,Defender,77.0,3.0,1.0,16.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Toby Collyer,England,03/01/2004 (20),0,Manchester United,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Levi Colwill,England,26/02/2003 (21),187cm,Chelsea,Defender,40.0,1.0,3.0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Aaron Connolly,Ireland,28/01/2000,0,0,Forward,45.0,5.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Theo Corbeanu,Canada,17/05/2002,190cm,0,Forward,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Maxwel Cornet,Cote D’Ivoire,27/09/1996 (27),179cm,West Ham United,Forward,47.0,10.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Dara Costelloe,Ireland,11/12/2002,0,0,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Vladimír Coufal,Czech Republic,22/08/1992 (31),174cm,West Ham United,Defender,125.0,0.0,19.0,19.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ismaila Coulibaly,Mali,25/12/2000,183cm,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Conor Coventry,Ireland,25/03/2000,177cm,0,Midfielder,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Matthew Cox,England,02/05/2003 (21),182cm,Bristol Rovers,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Amario Cozier-Duberry,England,29/05/2005 (19),0,Brighton & Hove Albion,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Tristan Crama,France,08/11/2001,192cm,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Billy Crellin,England,30/06/2000 (24),185cm,Everton,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Marc Cucurella,Spain,22/07/1998 (26),172cm,Chelsea,Defender,80.0,1.0,5.0,16.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Josh Cullen,Ireland,07/04/1996,175cm,0,Midfielder,28.0,2.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jamie Cumming,England,04/09/1999,186cm,0,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Luke Cundle,England,26/04/2002 (22),0,Stoke City,Midfielder,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ted Curd,England,14/02/2006,190cm,0,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Sam Curtis,Ireland,01/12/2005,0,0,Defender,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Luciano D'Auria-Henry,England,11/11/2002,0,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Michael Dacosta Gonzalez,Spain,05/03/2005,186cm,0,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Mikkel Damsgaard,Denmark,03/07/2000 (24),180cm,Brentford,Midfielder,49.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Daniel Podence,Portugal,21/10/1995 (28),165cm,Wolverhampton Wanderers,Midfielder,91.0,12.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Danilo,Brazil,29/04/2001 (23),176cm,Nottingham Forest,Midfielder,42.0,5.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Arnaut Danjuma,Netherlands,31/01/1997,178cm,0,Forward,37.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jayden Danns,England,16/01/2006 (18),183cm,Liverpool,Forward,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Josh Dasilva,England,23/10/1998 (25),184cm,Brentford,Midfielder,48.0,4.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Tom Davies,England,30/06/1998,180cm,0,Midfielder,164.0,6.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Keinan Davis,England,13/02/1998,191cm,0,Forward,34.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Lucas De Bolle,Scotland,22/10/2002 (21),0,Newcastle United,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Kevin De Bruyne,Belgium,28/06/1991 (33),181cm,Manchester City,Midfielder,260.0,68.0,112.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Luc De Fougerolles,Canada,12/10/2005,178cm,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
David de Gea,Spain,07/11/1990,192cm,0,Goalkeeper,415.0,0.0,0.0,147.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Deivid Washington,Brazil,05/06/2005 (19),186cm,Chelsea,Forward,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Hannes Delcroix,Belgium,28/02/1999,185cm,0,Defender,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Siriki Dembélé,Scotland,07/09/1996,173cm,0,Midfielder,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Leander Dendoncker,Belgium,15/04/1995 (29),188cm,Aston Villa,Midfielder,152.0,10.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Will Dennis,England,10/07/2000 (24),0,Bournemouth,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Halil Dervisoglu,Turkey,08/12/1999,183cm,0,Forward,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Justin Devenny,Northern Ireland,11/10/2003 (20),0,Crystal Palace,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Alfie Devine,England,01/08/2004 (20),179cm,Tottenham Hotspur,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Marcus Dewhurst,England,20/03/2001,189cm,0,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Moussa Diaby,France,07/07/1999,170cm,0,Forward,38.0,6.0,8.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Amad Diallo,Cote D’Ivoire,11/07/2002 (22),173cm,Manchester United,Forward,12.0,1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Luis Díaz,Colombia,13/01/1997 (27),178cm,Liverpool,Forward,67.0,16.0,10.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Matthew Dibley-Dias,New Zealand,29/10/2003,183cm,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Diego Carlos,Brazil,15/03/1993 (31),186cm,Aston Villa,Defender,30.0,0.0,0.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Diego Costa,Spain,07/10/1988,188cm,0,Forward,112.0,53.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Diego Moreira,Portugal,06/08/2004 (20),179cm,Chelsea,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Eric Dier,England,15/01/1994,188cm,0,Defender,274.0,12.0,9.0,86.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Lucas Digne,France,20/07/1993 (31),178cm,Aston Villa,Defender,190.0,6.0,25.0,40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Diogo Dalot,Portugal,18/03/1999 (25),183cm,Manchester United,Defender,106.0,3.0,7.0,22.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Diogo Jota,Portugal,04/12/1996 (27),178cm,Liverpool,Forward,164.0,57.0,17.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
